4305,9154876
4180,8675370
2188,2397370
8553,36802874
9181,42130488
4262,9162670
5449,14816898
5613,15614822
3869,7384636
7183,25438802
4246,9073764
7955,31441152
5383,14570494
9165,41820960
2374,2808654
7379,27477320
4152,8692442
9166,41792962
2612,3323958
2803,3944444
4944,12212184
9587,46252546
3141,4974574
1784,1579640
9294,42548462
7624,29299478
1932,1808822
2904,4195606
6132,18842674
9001,40572530
7214,26110428
7287,26309826
2818,3918012
1679,1411906
8160,33369288
8769,37624342
8042,32092802
8454,35473496
3995,7843366
2128,2259880
8755,38136918
6920,23804082
1190,706982
7536,28371612
6924,24070512
4769,11255932
5253,13863168
8497,36311302
1803,1626176
6927,23885588
7858,30706506
3049,4554818
9613,46058040
9453,44924464
5681,15960274
9511,45021792
9696,47480928
3858,7396592
1350,926964
2608,3398820
5064,12780312
1522,1170750
6817,22680066
8092,32615898
9565,45596556
4119,8499664
3954,7802928
6771,22848278
9333,43316680
6444,20783710
4879,11595990
3662,6587950
7917,31434798
1392,954706
9234,42442764
6730,22574498
7753,29701606
1572,1266146
1104,627230
8222,33797762
8887,39197330
8862,38960722
4658,10583664
2381,2812524
1473,1115170
4068,7964044
8913,40226454
2932,4292504
1329,869770
6063,18252028
1433,1012154
8857,39128238
2145,2232924
5481,14980922
4708,10892944
5282,13918404
9921,49199498
6582,21628342
2180,2289044
8930,39719956
6388,20477832
6659,21939738
3988,7852678
7192,25684912
1269,824882
7450,27713770
8974,39889560
3670,6641034
3651,6720704
7138,24970784
8038,32010602
5169,13122314
5596,15415680
6084,18258280
8727,37823478
1830,1650204
7869,30699294
4784,11381034
5754,16463418
2300,2670370
7610,28853134
2150,2296170
4738,11280792
3878,7448620
2737,3731458
5869,17139042
9644,46280524
8811,38511818
6487,20930790
9840,48558868
3029,4599682
2926,4274088
1828,1637802
3569,6259956
3241,5252808
8692,37671608
9111,41047984
5363,14496370
1374,910932
7865,30980066
5882,17070780
8237,33545350
4944,12370846
6888,23476906
1138,649326
4063,8189830
3389,5662676
8482,35758392
1380,958078
3543,6153726
5334,14129698
1492,1075798
4006,8040402
9401,43638466
3666,6656178
9647,46735934
1777,1547028
1710,1448524
9089,40871442
7605,28412564
8225,33370912
4065,8462124
3962,7849770
5041,12646590
3884,7376122
4484,9933802
8939,40360358
4419,9522452
1679,1371604
7300,26664624
9630,45732720
2903,4173028
7271,26068414
5788,17049116
8746,38005942
5943,17538372
4537,10255608
2349,2725510
9515,45043570
7270,26011032
9217,41994262
9917,49262018
2636,3456788
1353,935608
1050,551222
7990,31792312
5735,16591928
3632,6474722
7901,31068060
5762,16424434
7542,28167724
6453,20793512
8567,36659130
2427,2928398
9919,48888926
6094,18588038
2749,3783186
8799,38761126
7456,27510890
8166,33438282
7875,30939916
8067,32314742
2597,3357234
7636,29030894
7446,27702876
2657,3537182
6214,19305066
1219,714556
8303,34315114
7122,25358244
2074,2107332
4495,10138676
9679,46305548
2556,3282632
1495,1114000
7366,26892212
6015,17981004
7897,30996444
6769,22966064
4780,11457586
6550,21201076
7023,24563552
3041,4585800
9099,41438548
2914,4209750
2636,3422354
7253,25969844
6018,17885016
8940,39961032
1478,1111488
3862,7435874
8415,35374056
7526,27897298
5049,12470748
6386,20237112
4674,10898858
8642,36892502
2898,4172064
7065,25020810
4657,10767866
9662,46857402
5788,16651178
1889,1724558
5344,14169446
2885,4086600
6892,23366948
5902,17440206
2551,3244600
5259,13678644
9765,47628306
6050,18187072
6164,18885840
8617,36554428
1300,845680
2749,3774086
3694,6804248
5082,12611960
4667,10872568
6706,22437168
1360,890750
8813,38838590
9129,41830262
4018,8093598
1729,1432200
2791,3950382
2950,4339416
4260,9000960
5166,13376548
7293,26154180
2261,2526804
6052,18157270
9450,44062832
7947,31534364
8027,32391534
3528,6198252
6362,19773986
1567,1197058
7095,24851374
5655,16102046
9498,44565450
9781,47884612
2943,4323012
5054,12637164
1928,1858966
3049,4666020
1662,1419770
2285,2633478
9465,44593536
6740,22675850
3361,5574666
7079,25015128
8522,36371686
6708,22237996
3541,6194332
7408,27003120
8360,34793814
9522,45446062
1895,1775902
1023,521908
4598,10525996
2673,3546532
4668,10774148
3726,6855744
7156,25424506
2916,4274806
3768,6977116
6266,19611706
1677,1418110
2208,2427096
9196,42328768
6574,21827970
2518,3086488
4418,9695272
7918,31306536
4838,11511346
4503,10276028
6008,18108904
5982,17741500
5684,16053400
2865,4136264
8062,32172386
3378,5676410
5903,17210408
7446,27381032
5952,17874150
2325,2780328
6770,22771096
9106,41047088
7244,26232256
2525,3178686
4841,11777030
6771,22660780
5362,14397674
7406,27311224
2927,4261366
6806,23074858
9223,42624274
8262,33973848
1771,1542864
1679,1406310
6173,19288512
6121,18445838
6626,22228660
3036,4634978
4323,9545592
6178,18905040
2471,2957492
5592,15441842
3986,7953994
3947,7621524
